,Player_Name,Stats_Span,Matches_Played,Batting_Innings,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Batting_SR,Hundreds_Scored,Fifties_Scored,Ducks,Bowling_Innings,Balls_Bowled,Maidens,Runs_Given,Wickets_Taken,Best_Figures,Bowling_Average,Economy,Bowling_SR,Five_Wicket_Haul,Ten_Wicket_Haul,Catches_Taken,Stumps
382,H Dandapani,2024-2024,1,1,0,17,17,17.00,89.47,0,0,0,1,12,0,14,0,0,0.00,7.00,0,0,0,0,0
383,H Fennell,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,1,24,0,22,0,0,0.00,5.50,0,0,0,1,0
384,H Hiri,2024-2024,12,10,2,181,53*,22.62,101.68,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,4,0
385,H Kinga,2024-2024,3,2,0,0,0,0.00,0.00,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,1,0
386,H Klaasen,2024-2024,13,12,2,258,52,25.80,130.30,0,1,1,0,0,0,0,0,0,0.00,0,0,0,0,8,1
387,H Klazinge,2024-2024,3,2,2,0,0*,0.00,0.00,0,0,0,3,54,1,40,7,4/19,5.71,4.44,7.7,0,0,1,0
388,H Lin Aung,2024-2024,13,13,1,99,21*,8.25,60.36,0,0,0,9,132,0,139,7,3/16,19.85,6.31,18.8,0,0,2,0
389,H Lin Oo,2024-2024,12,9,2,53,21,7.57,75.71,0,0,1,4,48,0,78,0,0,0.00,9.75,0,0,0,1,0
390,H McAleer,2024-2024,5,5,0,54,23,10.80,72.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,4,1
391,HA Chohan,2024-2024,5,2,1,29,26,29.00,223.07,0,0,0,5,84,2,62,9,2/3,6.88,4.42,9.3,0,0,0,0
392,HA Jackson,2024-2024,5,4,0,50,19,12.50,64.93,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
393,HAG Madhushanka,2024-2024,2,1,0,0,0,0.00,0.00,0,0,1,2,18,0,36,0,0,0.00,12.00,0,0,0,1,0
394,HB Dickson,2024-2024,6,6,1,208,112*,41.60,155.22,1,0,0,1,18,0,26,0,0,0.00,8.66,0,0,0,2,0
395,HC Brook,2024-2024,10,6,3,163,53,54.33,150.92,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,9,0
396,HG Munsey,2024-2024,12,12,1,402,75,36.54,149.44,0,2,0,0,0,0,0,0,0,0.00,0,0,0,0,4,0
397,HJ Manenti,2024-2024,5,4,0,141,65,35.25,119.49,0,1,0,5,90,0,70,7,2/8,10.00,4.66,12.8,0,0,4,0
398,HL Carlyon,2024-2024,9,9,0,256,110,28.44,169.53,1,0,0,2,18,0,44,0,0,0.00,14.66,0,0,0,3,0
399,HL Harji,2024-2024,4,3,0,18,14,6.00,100.00,0,0,1,4,78,0,114,1,1/42,114.00,8.76,78.0,0,0,0,0
400,HV Mandhyan,2024-2024,4,4,0,21,15,5.25,58.33,0,0,0,4,84,1,82,4,2/12,20.50,5.85,21.0,0,0,2,0
401,Habib Khan,2024-2024,5,3,0,110,45,36.66,123.59,0,0,0,5,115,0,115,6,2/24,19.16,6.00,19.1,0,0,6,0
402,Haider Butt,2024-2024,11,10,3,222,54,31.71,122.65,0,1,0,7,74,0,86,6,3/7,14.33,6.97,12.3,0,0,3,0
403,Hamid Mahmood,2024-2024,4,3,3,49,22*,0.00,136.11,0,0,0,4,84,0,77,6,2/10,12.83,5.50,14.0,0,0,0,0
404,Hammad Mirza,2024-2024,4,4,1,95,62*,31.66,131.94,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,1,1
405,Hamza Dar,2024-2024,11,11,4,264,70*,37.71,169.23,0,2,1,7,52,0,76,3,1/1,25.33,8.76,17.3,0,0,1,0
406,Hamza Tahir,2024-2024,2,1,0,0,0,0.00,0.00,0,0,1,1,24,0,19,0,0,0.00,4.75,0,0,0,0,0
407,Haris Karim,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,1,18,0,13,0,0,0.00,4.33,0,0,0,1,0
408,Haris Rauf,2024-2024,12,6,3,18,8,6.00,90.00,0,0,1,12,262,0,377,24,4/22,15.70,8.63,10.9,0,0,2,0
409,Harmeet Singh,2024-2024,23,17,4,235,38,18.07,148.73,0,0,3,22,478,1,541,21,4/18,25.76,6.79,22.7,0,0,7,0
410,Haroon Arshad,2024-2024,4,1,1,6,6*,0.00,150.00,0,0,0,4,90,2,122,8,4/7,15.25,8.13,11.2,0,0,1,0
411,Harprit Singh,2024-2024,1,1,1,1,1*,0.00,100.00,0,0,0,1,6,0,21,0,0,0.00,21.00,0,0,0,0,0
412,Harry Johnson,2024-2024,9,2,1,3,2*,3.00,100.00,0,0,0,9,201,0,277,12,3/18,23.08,8.26,16.7,0,0,1,0
413,Hasan Ali,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,1,18,0,42,0,0,0.00,14.00,0,0,0,0,0
414,Hasan Mahmud,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,1,18,0,19,0,0,0.00,6.33,0,0,0,0,0
415,Haseeb Ghafoor,2024-2024,5,3,2,66,47*,66.00,103.12,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,3,2
416,Haseebullah Khan,2024-2024,2,2,0,12,12,6.00,109.09,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,1,0
417,Hassan Rasheed,2024-2024,12,8,0,61,23,7.62,64.21,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,5,0
418,Hazrat Luqman,2024-2024,2,1,0,8,8,8.00,133.33,0,0,0,2,36,0,60,1,1/30,60.00,10.00,36.0,0,0,0,0
419,Hazratullah Zazai,2024-2024,4,4,0,84,45,21.00,140.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
420,Hein Zin Aung,2024-2024,3,1,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,1,0
421,Het Patel,2024-2024,3,1,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,1,0
422,Hisham Shaikh,2024-2024,13,8,3,142,47*,28.40,98.61,0,0,0,12,230,0,222,12,3/16,18.50,5.79,19.1,0,0,4,0
423,Huang Junjie,2024-2024,7,7,0,51,19,7.28,40.47,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,4,0
424,Huzaif Yousuf,2024-2024,2,2,2,16,9*,0.00,100.00,0,0,0,2,30,0,68,0,0,0.00,13.60,0,0,0,0,0
425,Huzaifa Mohammed,2024-2024,7,4,2,13,5*,6.50,56.52,0,0,0,7,156,0,115,11,2/12,10.45,4.42,14.1,0,0,0,0
426,I Danladi,2024-2024,5,5,0,89,31,17.80,128.98,0,0,0,4,60,0,51,2,2/10,25.50,5.10,30.0,0,0,2,0
427,I Elec,2024-2024,4,4,0,21,14,5.25,61.76,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,2,0
428,I Kaia,2024-2024,2,2,0,4,4,2.00,100.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,1,0
429,I Liyanage,2024-2024,3,3,0,49,24,16.33,116.66,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
430,I Mugisha,2024-2024,3,2,0,21,16,10.50,84.00,0,0,0,3,60,1,44,3,2/12,14.66,4.40,20.0,0,0,0,0
431,IA Karim,2024-2024,6,3,1,64,30*,32.00,86.48,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,3,1
432,IDA Damarell,2024-2024,12,10,1,152,40,16.88,122.58,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,11,4
433,IDM Latin,2024-2024,8,8,3,194,58*,38.80,133.79,0,1,0,2,18,0,29,0,0,0.00,9.66,0,0,0,5,0
434,IK Gamantika,2024-2024,20,17,2,161,32*,10.73,78.53,0,0,0,19,342,1,296,20,3/14,14.80,5.19,17.1,0,0,7,0
435,IKEG Artawan,2024-2024,25,18,6,151,41,12.58,80.31,0,0,1,24,411,0,409,15,2/5,27.26,5.97,27.4,0,0,9,0
436,IW Budiarta,2024-2024,2,1,0,0,0,0.00,0.00,0,0,1,2,42,0,28,2,1/11,14.00,4.00,21.0,0,0,0,0
437,Ibrahim Hassan,2024-2024,18,13,4,96,20*,10.66,79.33,0,0,1,18,369,1,441,21,4/12,21.00,7.17,17.5,0,0,8,0
438,Ibrahim Kursad Dalyan,2024-2024,3,3,1,9,6,4.50,64.28,0,0,0,3,48,0,64,1,1/20,64.00,8.00,48.0,0,0,0,0
439,Ibrahim Nashath,2024-2024,4,2,1,22,20*,22.00,95.65,0,0,0,3,54,0,42,4,2/15,10.50,4.66,13.5,0,0,2,0
440,Ibrahim Rahimi,2024-2024,2,1,0,13,13,13.00,162.50,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,3,0
441,Ibrahim Rizan,2024-2024,18,12,6,56,11*,9.33,83.58,0,0,1,18,366,3,404,18,3/6,22.44,6.62,20.3,0,0,16,0
442,Ibrahim Zadran,2024-2024,18,18,2,512,72*,32.00,110.58,0,5,1,0,0,0,0,0,0,0.00,0,0,0,0,11,0
443,Idrees Ul Haque,2024-2024,4,4,0,120,55,30.00,118.81,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
444,Iftikhar Ahmed,2024-2024,17,14,2,184,37*,15.33,115.72,0,0,0,7,72,0,89,4,3/24,22.25,7.41,18.0,0,0,8,0
445,Ijaz Ahmad Ahmadzai,2024-2024,3,3,0,35,16,11.66,109.37,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
446,Ijaz Hussain,2024-2024,1,1,1,6,6*,0.00,200.00,0,0,0,1,18,0,23,2,2/23,11.50,7.66,9.0,0,0,0,0
447,Ikbal Hossain,2024-2024,3,1,1,5,5*,0.00,166.66,0,0,0,3,60,0,53,3,3/16,17.66,5.30,20.0,0,0,2,0
448,Ikramullah Khan,2024-2024,3,2,0,9,7,4.50,112.50,0,0,0,3,66,0,107,2,1/33,53.50,9.72,33.0,0,0,0,0
449,Ilyas Ahmed,2024-2024,5,4,4,13,4*,0.00,118.18,0,0,0,5,90,0,105,2,1/17,52.50,7.00,45.0,0,0,0,0
450,Ilyas Ataullah,2024-2024,4,4,0,7,3,1.75,33.33,0,0,0,3,60,1,83,2,1/26,41.50,8.30,30.0,0,0,1,0
451,Imad Wasim,2024-2024,9,6,3,68,22*,22.66,119.29,0,0,0,9,180,0,172,8,3/8,21.50,5.73,22.5,0,0,2,0
452,Imal Zuwak,2024-2024,4,4,0,59,45,14.75,168.57,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,3,0
453,Imran Ahmed Kaneez,2024-2024,5,4,1,8,7,2.66,33.33,0,0,1,5,90,1,73,7,2/0,10.42,4.86,12.8,0,0,1,0
454,Imran Ali Butt,2024-2024,4,4,0,101,50,25.25,118.82,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,1,2
455,Imran Anwar,2024-2024,11,7,0,118,60,16.85,155.26,0,1,1,9,116,0,152,7,3/40,21.71,7.86,16.5,0,0,1,0
456,Imran Asif,2024-2024,8,7,1,191,102,31.83,135.46,1,0,0,6,86,0,104,7,2/13,14.85,7.25,12.2,0,0,4,0
457,Imran Khan,2024-2024,1,1,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,1,0
458,Imran Khan,2024-2024,1,1,0,0,0,0.00,0.00,0,0,1,2,18,0,15,1,1/7,15.00,5.00,18.0,0,0,1,0
459,Imran Khan,2024-2024,2,1,0,1,1,1.00,50.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
460,Imran Khan,2024-2024,2,1,0,1,1,1.00,50.00,0,0,0,2,18,0,15,1,1/7,15.00,5.00,18.0,0,0,1,0
461,Imran Yousaf,2024-2024,3,0,0,0,0,0.00,0.00,0,0,0,3,69,1,42,6,3/16,7.00,3.65,11.5,0,0,0,0
462,Iqbal Mudassir,2024-2024,6,6,0,38,12,6.33,65.51,0,0,0,4,48,0,65,0,0,0.00,8.12,0,0,0,3,0
463,Irfan Khan,2024-2024,5,4,3,85,37*,85.00,125.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
464,Isa Zaroo,2024-2024,7,7,0,108,29,15.42,93.10,0,0,0,2,36,0,55,3,2/28,18.33,9.16,12.0,0,0,5,0
465,Ishtiaq Ahmad,2024-2024,12,3,2,18,7,18.00,257.14,0,0,0,11,227,2,220,16,3/15,13.75,5.81,14.1,0,0,3,0
466,Ismail Ali,2024-2024,16,15,1,189,33,13.50,111.83,0,0,1,1,6,0,9,0,0,0.00,9.00,0,0,0,2,0
467,Ismaila Tamba,2024-2024,3,3,1,29,20*,14.50,120.83,0,0,0,1,6,0,24,0,0,0.00,24.00,0,0,0,2,0
468,Itibarshah Deedar,2024-2024,3,1,0,0,0,0.00,0.00,0,0,1,3,24,0,46,0,0,0.00,11.50,0,0,0,0,0
469,Izaz Ali,2024-2024,6,6,0,42,18,7.00,102.43,0,0,1,6,90,1,113,6,2/8,18.83,7.53,15.0,0,0,2,0
470,J Baguma,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,1,18,0,18,1,1/18,18.00,6.00,18.0,0,0,1,0
471,J Barker,2024-2024,4,4,0,28,19,7.00,68.29,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
472,J Butler,2024-2024,9,9,2,228,44*,32.57,132.55,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,5,0
473,J Cama,2024-2024,5,5,0,31,24,6.20,110.71,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,1,0
474,J Campbell,2024-2024,9,9,1,123,45,15.37,121.78,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,3,0
475,J Charles,2024-2024,12,12,0,287,69,23.91,140.00,0,1,2,0,0,0,0,0,0,0.00,0,0,0,0,6,0
476,J Chialoufas,2024-2024,10,10,1,147,37,16.33,102.79,0,0,3,2,24,0,28,1,1/16,28.00,7.00,24.0,0,0,4,0
477,J Coetzee,2024-2024,13,13,5,208,45*,26.00,117.51,0,0,1,13,273,2,244,23,5/10,10.60,5.36,11.8,1,0,2,0
478,J Danikula,2024-2024,5,5,0,39,19,7.80,57.35,0,0,1,5,114,0,153,7,3/17,21.85,8.05,16.2,0,0,2,0
479,J Dickinson,2024-2024,1,1,0,15,15,15.00,107.14,0,0,0,1,24,0,23,1,1/23,23.00,5.75,24.0,0,0,1,0
480,J Drysdale,2024-2024,8,3,2,5,4*,5.00,100.00,0,0,1,8,144,0,213,6,2/37,35.50,8.87,24.0,0,0,2,0
481,J Dzulfikar,2024-2024,7,7,0,70,25,10.00,82.35,0,0,1,2,12,0,15,0,0,0.00,7.50,0,0,0,3,0
482,J Evans,2024-2024,5,5,0,83,42,16.60,110.66,0,0,0,5,114,0,123,10,4/20,12.30,6.47,11.4,0,0,1,0
483,J Fraser-McGurk,2024-2024,6,6,0,95,50,15.83,139.70,0,1,2,0,0,0,0,0,0,0.00,0,0,0,0,7,0
484,J Grzinic,2024-2024,2,1,0,6,6,6.00,66.66,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
485,J Gumbie,2024-2024,3,3,0,43,17,14.33,82.69,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
486,J Horrocks,2024-2024,4,2,1,14,11,14.00,107.69,0,0,0,4,66,0,87,3,2/24,29.00,7.90,22.0,0,0,0,0
487,J Jarvis,2024-2024,5,5,0,58,21,11.60,90.62,0,0,0,5,88,1,135,8,3/14,16.87,9.20,11.0,0,0,1,0
488,J Kariko,2024-2024,9,4,3,15,9*,15.00,65.21,0,0,0,9,186,0,190,8,2/18,23.75,6.12,23.2,0,0,3,0
489,J Kemp,2024-2024,5,2,0,4,3,2.00,57.14,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,2
490,J Marples,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
491,J Masquater,2024-2024,6,6,0,74,32,12.33,70.47,0,0,1,2,10,0,12,0,0,0.00,7.20,0,0,0,0,0
492,J Mees,2024-2024,5,5,2,56,31,18.66,107.69,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,2,0
493,J Meza,2024-2024,1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
494,J Miyagi,2024-2024,8,5,1,32,13*,8.00,80.00,0,0,2,8,141,0,137,12,3/10,11.41,5.82,11.7,0,0,1,0
495,J Mosca,2024-2024,5,5,1,154,72,38.50,185.54,0,2,0,0,0,0,0,0,0,0.00,0,0,0,0,5,0
496,JA Burns,2024-2024,5,5,2,211,108*,70.33,144.52,1,1,1,0,0,0,0,0,0,0.00,0,0,0,0,4,0
497,JA Burrows,2024-2024,5,4,1,17,10,5.66,141.66,0,0,1,5,87,1,92,6,3/10,15.33,6.34,14.5,0,0,1,0
498,JA Clarkson,2024-2024,8,5,1,75,38*,18.75,105.63,0,0,1,1,6,0,8,1,1/8,8.00,8.00,6.0,0,0,2,0
499,JA Duffy,2024-2024,5,2,1,8,8*,8.00,72.72,0,0,1,4,84,0,117,1,1/39,117.00,8.35,84.0,0,0,3,0
500,JA Fitzgerald,2024-2024,5,5,2,72,25*,24.00,156.52,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,2,0
501,JAD Lawrenson,2024-2024,4,2,0,29,22,14.50,90.62,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
502,JAM Henri,2024-2024,5,3,1,33,25*,16.50,122.22,0,0,1,5,96,0,115,5,2/35,23.00,7.18,19.2,0,0,1,0
503,JB Abega,2024-2024,4,3,0,7,4,2.33,46.66,0,0,1,3,42,1,24,4,2/3,6.00,3.42,10.5,0,0,0,0
504,JB Little,2024-2024,6,3,2,38,22*,38.00,108.57,0,0,0,6,138,0,161,6,3/18,26.83,7.00,23.0,0,0,3,0
505,JC Archer,2024-2024,13,4,2,38,21,19.00,146.15,0,0,0,13,274,1,336,17,3/12,19.76,7.35,16.1,0,0,1,0
506,JC Balt,2024-2024,5,4,1,43,22,14.33,79.62,0,0,1,4,56,0,54,2,1/11,27.00,5.78,28.0,0,0,2,0
507,JC Buttler,2024-2024,14,13,2,462,84,42.00,164.41,0,3,2,0,0,0,0,0,0,0.00,0,0,0,0,9,2
508,JD Allan,2024-2024,5,5,0,34,16,6.80,73.91,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,3,1
509,JG Bethell,2024-2024,6,6,3,173,62*,57.66,167.96,0,2,0,1,18,0,28,0,0,0.00,9.33,0,0,0,2,0
510,JI de Villiers,2024-2024,2,2,0,1,1,0.50,33.33,0,0,1,1,18,0,44,0,0,0.00,14.66,0,0,0,0,0
511,JJ Atkinson,2024-2024,12,11,2,139,68*,15.44,121.92,0,1,2,0,0,0,0,0,0,0.00,0,0,0,0,7,1
512,JJ Bumrah,2024-2024,8,1,0,0,0,0.00,0.00,0,0,1,8,178,2,124,15,3/7,8.26,4.17,11.8,0,0,2,0
513,JJ Davidson,2024-2024,1,1,1,3,3*,0.00,75.00,0,0,0,1,6,0,15,0,0,0.00,15.00,0,0,0,0,0
514,JJ Huo,2024-2024,5,5,0,86,34,17.20,96.62,0,0,0,4,78,2,71,6,3/13,11.83,5.46,13.0,0,0,0,0
515,JM Bairstow,2024-2024,10,8,3,159,48*,31.80,137.06,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,1,0
516,JM Cox,2024-2024,2,2,0,17,17,8.50,121.42,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,1,0
517,JM Joao,2024-2024,5,2,0,17,9,8.50,94.44,0,0,0,2,18,0,33,0,0,0.00,11.00,0,0,0,1,0
518,JMV Junior,2024-2024,2,2,1,12,9,12.00,92.30,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
519,JN Dorji,2024-2024,8,8,0,74,30,9.25,76.28,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,1,0
520,JN Frylinck,2024-2024,17,16,1,243,45,16.20,104.74,0,0,1,4,67,0,128,3,2/36,42.66,11.46,22.3,0,0,7,0
521,JN Loftie-Eaton,2024-2024,7,7,1,232,101,38.66,170.58,1,0,1,6,108,0,164,6,3/20,27.33,9.11,18.0,0,0,3,0
522,JO Holder,2024-2024,3,2,2,62,34*,0.00,200.00,0,0,0,3,66,0,128,3,2/42,42.66,11.63,22.0,0,0,2,0
523,JOA Gordon,2024-2024,5,0,0,0,0,0.00,0.00,0,0,0,4,81,0,106,3,2/16,35.33,7.85,27.0,0,0,1,0
524,JP Behrendorff,2024-2024,3,0,0,0,0,0.00,0.00,0,0,0,3,66,0,124,3,1/31,41.33,11.27,22.0,0,0,0,0
525,JP Inglis,2024-2024,13,12,3,292,103,32.44,160.43,1,0,1,0,0,0,0,0,0,0.00,0,0,0,0,7,0
526,JP Kaltapau,2024-2024,11,10,3,146,31*,20.85,100.00,0,0,2,0,0,0,0,0,0,0.00,0,0,0,0,1,0
527,JP Kotze,2024-2024,18,17,1,353,78,22.06,118.45,0,2,3,0,0,0,0,0,0,0.00,0,0,0,0,7,2
528,JQK Moala,2024-2024,6,4,0,9,5,2.25,42.85,0,0,1,6,120,2,115,9,3/21,12.77,5.75,13.3,0,0,2,0
529,JR Hazlewood,2024-2024,11,3,2,7,5*,7.00,53.84,0,0,1,11,264,3,300,9,2/18,33.33,6.81,29.3,0,0,4,0
530,JS Henriksen,2024-2024,2,2,1,34,22*,34.00,106.25,0,0,0,2,12,0,36,0,0,0.00,18.00,0,0,0,0,0
531,JS Kundi,2024-2024,7,7,3,109,31*,27.25,143.42,0,0,2,4,36,0,39,0,0,0.00,6.50,0,0,0,1,0
532,JSE Dunford,2024-2024,5,2,2,9,5*,0.00,180.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,4,2
533,JT Brassell,2024-2024,13,3,2,7,5*,7.00,70.00,0,0,1,12,187,0,293,8,2/42,36.62,9.40,23.3,0,0,2,0
534,JW Jenner,2024-2024,11,11,1,388,80*,38.80,185.64,0,2,2,0,0,0,0,0,0,0.00,0,0,0,0,13,0
535,JWW Gardner,2024-2024,4,2,1,0,0*,0.00,0.00,0,0,1,4,72,0,108,3,2/27,36.00,9.00,24.0,0,0,2,0
536,Jai Sinh,2024-2024,3,3,1,9,4,4.50,40.90,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,3,0
537,Jaikumar Thakur,2024-2024,2,2,0,4,4,2.00,30.76,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
538,Jaker Ali,2024-2024,16,14,3,216,68,19.63,123.42,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,6,2
539,Jakob Gul,2024-2024,2,2,0,31,18,15.50,119.23,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
540,Janak Prakash,2024-2024,3,3,2,25,12,25.00,156.25,0,0,0,3,72,0,103,4,3/20,25.75,8.58,18.0,0,0,5,0
541,Jasdeep Singh,2024-2024,21,10,1,57,16,6.33,83.82,0,0,1,21,432,1,639,19,2/21,33.63,8.87,22.7,0,0,8,0
542,Jason Lui,2024-2024,1,1,1,12,12*,0.00,75.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
543,Jaspal Singh,2024-2024,9,9,1,165,50*,20.62,112.24,0,1,1,6,120,0,141,3,1/23,47.00,7.05,40.0,0,0,5,0
544,Jaspreet Singh,2024-2024,3,1,1,7,7*,0.00,350.00,0,0,0,3,57,1,30,6,4/9,5.00,3.15,9.5,0,0,1,0
545,Jaswinder Singh,2024-2024,5,5,2,30,23*,10.00,115.38,0,0,0,5,88,0,108,7,3/17,15.42,7.36,12.5,0,0,1,0
546,Jatinder Singh,2024-2024,6,6,0,40,13,6.66,83.33,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
547,Javed Maroofkhail,2024-2024,8,6,3,88,27*,29.33,101.14,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,3,0
548,Jay Odedra,2024-2024,2,2,1,25,25*,25.00,131.57,0,0,1,2,30,0,32,3,2/13,10.66,6.40,10.0,0,0,0,0
549,Jobayer Hossen,2024-2024,4,3,1,17,10,8.50,73.91,0,0,0,4,84,0,104,9,5/25,11.55,7.42,9.3,1,0,0,0
550,Jordan O'Brien,2024-2024,7,6,0,45,22,7.50,107.14,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,4,1
551,Joshua Asia,2024-2024,7,2,1,3,2*,3.00,33.33,0,0,0,7,120,1,99,6,3/18,16.50,4.95,20.0,0,0,1,0
552,Jun Hyunwoo,2024-2024,6,6,0,15,6,2.50,35.71,0,0,1,1,24,0,25,0,0,0.00,6.25,0,0,0,0,0
553,Junaed Mullah,2024-2024,2,2,0,28,26,14.00,62.22,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
554,Junaid Aziz,2024-2024,6,3,1,33,24*,16.50,126.92,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
555,Junaid Khan,2024-2024,3,2,1,5,5*,5.00,166.66,0,0,1,3,48,0,57,2,1/9,28.50,7.12,24.0,0,0,0,0
556,Junaid Mehmood,2024-2024,1,1,1,30,30*,0.00,103.44,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
557,Junaid Siddique,2024-2024,13,4,4,8,6*,0.00,66.66,0,0,0,13,297,1,385,19,4/14,20.26,7.77,15.6,0,0,0,0
558,Junaid Siddiqui,2024-2024,2,0,0,0,0,0.00,0.00,0,0,0,2,42,0,55,1,1/27,55.00,7.85,42.0,0,0,1,0
559,K Bhurtel,2024-2024,24,23,2,383,92*,18.23,121.20,0,2,5,10,161,0,174,16,4/12,10.87,6.48,10.0,0,0,8,0
560,K Cawte,2024-2024,5,2,2,1,1*,0.00,20.00,0,0,0,5,84,0,117,5,2/23,23.40,8.35,16.8,0,0,0,0
561,K Doriga,2024-2024,11,8,1,100,27*,14.28,88.49,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,8,1
562,K Fletcher,2024-2024,4,2,2,3,3*,0.00,37.50,0,0,0,4,91,0,110,6,3/15,18.33,7.25,15.1,0,0,0,0
563,K Irakoze,2024-2024,3,1,0,0,0,0.00,0.00,0,0,1,2,35,0,62,1,1/36,62.00,10.62,35.0,0,0,0,0
564,K Juma,2024-2024,4,1,0,0,0,0.00,0.00,0,0,1,4,78,0,50,6,3/17,8.33,3.84,13.0,0,0,1,0
565,K Kadowaki-Fleming,2024-2024,20,20,3,860,109*,50.58,151.14,1,6,0,0,0,0,0,0,0,0.00,0,0,0,0,5,0
566,K Kato-Stafford,2024-2024,10,6,3,46,21,15.33,148.38,0,0,2,10,135,0,112,14,5/7,8.00,4.97,9.6,1,0,3,0
567,K Kekez,2024-2024,3,3,1,8,6,4.00,42.10,0,0,1,1,12,0,29,0,0,0.00,14.50,0,0,0,1,0
568,K Klein,2024-2024,8,5,0,21,16,4.20,87.50,0,0,2,8,162,2,172,14,4/16,12.28,6.37,11.5,0,0,1,0
569,K Kubota,2024-2024,6,1,1,0,0*,0.00,0.00,0,0,0,6,78,0,44,5,2/6,8.80,3.38,15.6,0,0,0,0
570,K Mirpuri,2024-2024,7,2,2,10,9*,0.00,62.50,0,0,0,7,144,1,176,7,3/32,25.14,7.33,20.5,0,0,1,0
571,K Namchaikul,2024-2024,5,1,1,1,1*,0.00,50.00,0,0,0,5,78,0,72,5,2/15,14.40,5.53,15.6,0,0,0,0
572,KA Maharaj,2024-2024,12,7,4,24,6,8.00,58.53,0,0,0,12,258,0,311,14,3/27,22.21,7.23,18.4,0,0,2,0
573,KD Abeyrathna,2024-2024,3,2,1,81,46*,81.00,119.11,0,0,0,2,40,1,24,4,2/6,6.00,3.60,10.0,0,0,0,0
